"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","con","sex","age","moliv","faliv","sib","cuz","roma","sibliv","cuzliv","orient","init","sibgen","cond","init.1","n_switch_so","n_switch_os","loc_so","loc_os","wtr_so_est","wtr_os_est","WTRos_1","WTRos_10","WTRos_2","WTRos_3","WTRos_4","WTRos_5","WTRos_6","WTRos_7","WTRos_8","WTRos_9","WTRso_1","WTRso_10","WTRso_2","WTRso_3","WTRso_4","WTRso_5","WTRso_6","WTRso_7","WTRso_8","WTRso_9","ben_cond","grateful","happy","burdened","required","thankful","appreciative","indebted","joyful","pleased","want","owed","expects","log_ben","wtr_so_mc","wtr_os_mc","log_ben_mc","wtr_so_int","wtr_os_int"
"2014-03-31 15:28:42","2014-03-31 15:46:07","0","24.139.89.182",NA,"1045","1","2014-03-31 15:46:07","R_01BILHR2Wrv2FHD",NA,NA,NA,NA,NA,"1","1","9","1","3","2","1","1",NA,"2","2","marta",NA,"your mother","marta",0,1,1,6,1.13333333333333,0.533333333333333,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.01,4,3,8,7,3,3,8,3,6,3,6,3,-2,0,0,0,0,0
"2014-03-31 22:04:25","2014-03-31 22:07:55","0","50.39.222.67",NA,"210","0","2014-04-07 22:08:09","R_01d6OyarSME3P8h",NA,NA,NA,NA,NA,"1","1","29","1","1","1","1","1","1","1","2","Mike",NA,"your father","Mike",1,1,3,2,0.933333333333333,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0.01,4,4,3,3,4,4,3,3,4,3,3,3,-2,0,0,0,0,0
"2014-03-31 14:21:43","2014-03-31 14:25:26","0","66.189.167.126",NA,"223","1","2014-03-31 14:25:26","R_01eFDADQLa6HLox",NA,NA,NA,NA,NA,"1","2","11","2","1","2","1","2",NA,"1",NA,NA,NA,"a stranger","a stranger",1,0,9,1,0.133333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,5,3,4,4,5,5,4,4,4,4,4,4,0,0,0,0,0,0
"2014-04-01 03:58:29","2014-04-01 04:00:40","0","74.254.245.157",NA,"131","1","2014-04-01 04:00:40","R_01EuMHZOLizQvUp",NA,NA,NA,NA,NA,"1","1","5","1","1","1","1","2","1","1",NA,"Jermaine",NA,"your father","Jermaine",1,0,3,1,0.933333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0.01,3,3,3,3,3,3,3,3,3,3,3,3,-2,0,0,0,0,0
"2014-03-31 18:09:08","2014-03-31 18:12:53","0","50.21.155.145",NA,"225","1","2014-03-31 18:12:53","R_01FjdmYIJxGP7ZH",NA,NA,NA,NA,NA,"1","2","23","1","1","2","1","1",NA,"1","1","Myra",NA,"your mother","Myra",0,0,1,1,1.13333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,8,6,4,7,8,8,8,6,6,8,8,4,3,0,0,0,0,0
"2014-04-07 01:46:55","2014-04-07 01:51:30","0","76.84.130.223",NA,"275","1","2014-04-07 01:51:30","R_01gqtr2Z0JlldD7",NA,NA,NA,NA,NA,"1","1","10","1","1","1","1","2","1","1",NA,"Cody",NA,"your closest friend","Cody",1,0,7,1,0.4,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,100,8,8,4,4,8,8,8,8,8,7,7,4,2,0,0,0,0,0
"2014-04-02 16:07:52","2014-04-04 18:24:40","0","98.165.83.129",NA,"181008","0","2014-04-11 18:24:46","R_01hmMoxZfW1jORv",NA,NA,NA,NA,NA,"1","2","28","1","2","1","1","1","1","1","1","Lisa","2","your oldest living sibling","Lisa",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,7,5,6,6,6,5,6,5,7,0,0,0,0,0,0
"2014-03-31 22:45:17","2014-03-31 22:48:31","0","70.161.153.67",NA,"194","1","2014-03-31 22:48:31","R_01j4pbhHDCFX6AJ",NA,NA,NA,NA,NA,"1","1","12","1","1","1","2","2","1",NA,NA,"Michael",NA,"your father","Michael",0,0,1,1,1.13333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,8,8,6,8,8,8,8,8,8,8,4,8,2,0,0,0,0,0
"2014-03-31 13:05:49","2014-03-31 13:08:57","0","96.254.169.35",NA,"188","1","2014-03-31 13:08:57","R_01JuGamUvwSLUDX",NA,NA,NA,NA,NA,"1","1","9","1","3","2","2","1",NA,NA,"2","James",NA,"your closest friend","James",1,1,7,5,0.4,0.666666666666667,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,100,8,6,7,8,8,8,8,7,7,8,8,8,2,0,0,0,0,0
"2014-03-31 15:47:01","2014-03-31 15:57:09","0","64.33.192.130",NA,"608","1","2014-03-31 15:57:09","R_01Uzex5NWlryZpP",NA,NA,NA,NA,NA,"1","1","11","1","1","1","1","1","1","1","2","Khiel",NA,"an acquaintance","Khiel",1,1,8,8,0.266666666666667,0.266666666666667,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0.01,3,3,3,3,3,3,3,3,3,3,3,3,-2,0,0,0,0,0
"2014-03-31 16:02:45","2014-03-31 16:07:00","0","70.198.22.87",NA,"255","0","2014-04-07 16:07:14","R_01vZXzku5IArYS9",NA,NA,NA,NA,NA,"1","1","17","1","1","1","1","1","1","1","2","Jim",NA,"your father","Jim",1,1,10,10,0.0333333333333333,0.0333333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000,7,7,7,5,7,8,8,6,7,7,7,7,3,0,0,0,0,0
"2014-04-06 20:10:46","2014-04-06 20:13:35","0","68.54.176.218",NA,"169","1","2014-04-06 20:13:35","R_01wgi6vl8U1oiJT",NA,NA,NA,NA,NA,"1","1","2","1","1","1","2","1","1",NA,"2","Tyler","1","your oldest living sibling","Tyler",1,1,6,5,0.533333333333333,0.666666666666667,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,7,8,3,6,8,6,3,8,8,5,4,4,0,0,0,0,0,0
"2014-03-31 16:26:02","2014-03-31 16:27:55","0","24.230.145.230",NA,"113","0","2014-04-07 16:28:13","R_01zfmttB4cvXiMR",NA,NA,NA,NA,NA,"1","1","3","1","1","1","1","2","1","1",NA,"Patrick",NA,"your father","Patrick",1,0,10,1,0.0333333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1000,8,7,4,8,8,7,5,8,8,8,5,5,3,0,0,0,0,0
"2014-04-06 18:02:24","2014-04-06 18:11:42","0","99.15.93.121",NA,"558","1","2014-04-06 18:11:42","R_0225bTfhyqD2ATP",NA,NA,NA,NA,NA,"1","1","13","1","1","2","1","2",NA,"1",NA,"Dean",NA,"your closest friend","Dean",1,0,3,1,0.933333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,7,7,4,7,7,7,7,7,7,7,6,4,0,0,0,0,0,0
"2014-04-14 08:58:32","2014-04-14 09:02:44","0","174.108.57.33",NA,"252","1","2014-04-14 09:02:45","R_022DT9WYyVxuOZD",NA,NA,NA,NA,NA,"1","1","19","2","1","1","1","1","1","1","2","John",NA,"your father","John",1,0,8,1,0.266666666666667,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,10,6,5,3,4,7,7,4,5,5,5,4,4,1,0,0,0,0,0
"2014-03-31 14:40:03","2014-03-31 14:44:00","0","98.118.51.233",NA,"237","1","2014-03-31 14:44:00","R_02Ks3WZwS8KgTmB",NA,NA,NA,NA,NA,"1","2","13","1","1","1","1","2","1","1",NA,"Susan",NA,"your mother","Susan",1,1,3,5,0.933333333333333,0.666666666666667,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,5,5,3,4,5,5,3,4,5,5,4,5,0,0,0,0,0,0
"2014-04-08 19:41:45","2014-04-08 19:44:34","0","68.14.19.156",NA,"169","1","2014-04-08 19:44:34","R_02pSVWXC9qOT23b",NA,NA,NA,NA,NA,"1","2","9","1","1","1","1","1","1","1","1","T",NA,"your romantic partner","T",1,1,5,3,0.666666666666667,0.933333333333333,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1000,7,6,7,7,8,7,8,6,6,8,8,5,3,0,0,0,0,0
"2014-03-31 20:34:47","2014-03-31 20:40:32","0","50.88.22.130",NA,"345","0","2014-04-07 20:40:49","R_02Q1UPqJDbw3CfP",NA,NA,NA,NA,NA,"1","1","14","1","1","1","2","1","1",NA,"2",NA,NA,"a stranger","a stranger",0,0,NA,1,0,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1000,8,7,5,7,8,8,6,8,8,7,7,6,3,0,0,0,0,0
"2014-04-11 08:59:20","2014-04-11 09:03:44","0","71.225.78.44",NA,"264","1","2014-04-11 09:03:44","R_02tSCt9zAeRRtdP",NA,NA,NA,NA,NA,"1","2","38","1","2","1","1","1","1","1","1","Linda",NA,"your first cousin",NA,1,1,5,3,0.666666666666667,0.933333333333333,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1000,7,7,4,5,7,7,6,7,7,6,6,6,3,0,0,0,0,0
"2014-03-31 13:54:32","2014-03-31 14:07:55","0","67.87.188.215",NA,"803","1","2014-03-31 14:07:55","R_03abzKql6ozxqHX",NA,NA,NA,NA,NA,"1","1","11","1","1","1","1","1","1","1","2","Eric","1","your oldest living sibling","Eric",1,1,3,3,0.933333333333333,0.933333333333333,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,10,5,5,3,5,6,5,4,4,6,6,4,4,1,0,0,0,0,0
"2014-03-31 15:39:42","2014-03-31 15:42:32","0","64.26.68.18",NA,"170","1","2014-03-31 15:42:32","R_03aMuwxSzFUSsm1",NA,NA,NA,NA,NA,"1","1","7","1","1","1","1","2","1","1",NA,"Aaron",NA,"an acquaintance","Aaron",1,1,8,7,0.266666666666667,0.4,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0.01,4,4,3,3,3,4,3,4,4,3,3,3,-2,0,0,0,0,0
"2014-04-13 11:45:33","2014-04-13 11:48:57","0","206.126.212.179",NA,"204","1","2014-04-13 11:48:57","R_03dnELy74hLmiX3",NA,NA,NA,NA,NA,"1","1","9","1","1","1","1","1","1","1","2","Holly",NA,"your closest friend","Holly",1,1,3,2,0.933333333333333,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,100,8,3,8,7,8,8,8,3,3,8,7,7,2,0,0,0,0,0
"2014-03-31 19:44:53","2014-03-31 19:56:29","0","75.181.5.77",NA,"696","1","2014-03-31 19:56:29","R_03dNU0goeQO1u6N",NA,NA,NA,NA,NA,"1","2","20","1","1","1","1","1","1","1","1","Amy",NA,"your first cousin",NA,1,0,8,1,0.266666666666667,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,10,7,6,4,5,6,7,5,5,7,7,5,4,1,0,0,0,0,0
"2014-04-07 14:25:53","2014-04-07 14:29:22","0","69.179.250.189",NA,"209","1","2014-04-07 14:29:22","R_03eU6H4vuXX1ijb",NA,NA,NA,NA,NA,"1","2","12","1","1","1","1","1","1","1","1","Curtis","1","your oldest living sibling","Curtis",1,1,2,3,1.06666666666667,0.933333333333333,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1000,8,8,5,5,8,8,5,8,8,8,6,4,3,0,0,0,0,0
"2014-03-31 15:04:00","2014-03-31 15:06:32","0","71.23.109.14",NA,"152","1","2014-03-31 15:06:32","R_03oNV2zd60ImCY5",NA,NA,NA,NA,NA,"1","1","15","1","1","1","1","1","1","1","2","Sandra",NA,"your mother","Sandra",1,0,9,1,0.133333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,100,6,7,5,4,7,7,4,7,7,4,5,3,2,0,0,0,0,0
"2014-03-31 13:14:20","2014-03-31 13:17:38","0","108.67.144.206",NA,"198","1","2014-03-31 13:17:38","R_03y1MG13ETC6k0l",NA,NA,NA,NA,NA,"1","1","17","1","1","1","1","1","1","1","2",NA,NA,"a stranger","a stranger",1,1,8,10,0.266666666666667,0.0333333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,10,7,7,5,6,7,7,6,7,6,6,6,6,1,0,0,0,0,0
"2014-04-01 03:08:37","2014-04-01 03:12:31","0","24.236.180.53",NA,"234","0","2014-04-08 03:12:37","R_064ta0jb5vpxdU9",NA,NA,NA,NA,NA,"1","1","8","1","1","1","1","1","1","1","2","William",NA,"your father","William",1,0,3,1,0.933333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1000,8,8,3,8,8,8,7,8,8,8,7,4,3,0,0,0,0,0
"2014-04-11 08:43:33","2014-04-11 09:19:59","0","23.123.85.18",NA,"2186","0","2014-04-14 23:25:19","R_067AK0WYGbtHv0x",NA,NA,NA,NA,NA,"1","1","6","1","1","1","1","1","1","1","2","james","1","your oldest living sibling","james",1,1,3,3,0.933333333333333,0.933333333333333,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"2014-04-14 15:08:20","2014-04-14 15:13:12","0","24.96.85.115",NA,"292","1","2014-04-14 15:13:12","R_068XrtnsH9WSMZv",NA,NA,NA,NA,NA,"1","1","21","1","3","2","1","1",NA,"1","2","Chuck",NA,"an acquaintance","Chuck",1,1,5,9,0.666666666666667,0.133333333333333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1000,8,8,5,8,8,8,8,8,8,8,8,7,3,0,0,0,0,0
"2014-04-03 18:03:47","2014-04-03 18:07:10","0","75.83.138.75",NA,"203","0","2014-04-10 18:07:17","R_069q8ciVmMUAzGt",NA,NA,NA,NA,NA,"1","2","9","1","1","1","1","1","1","1","1","Erick",NA,"your first cousin",NA,1,1,3,2,0.933333333333333,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1000,8,8,7,8,8,8,7,8,7,8,8,6,3,0,0,0,0,0
"2014-03-31 13:17:21","2014-03-31 13:19:19","0","68.197.42.133",NA,"118","1","2014-03-31 13:19:19","R_06B98c8OoGTrsLb",NA,NA,NA,NA,NA,"1","1","7","1","1","2","2","2",NA,NA,NA,NA,NA,"a stranger","a stranger",1,0,10,1,0.0333333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.01,4,4,4,4,4,4,4,4,4,4,4,4,-2,0,0,0,0,0
"2014-04-11 11:41:58","2014-04-11 11:47:45","0","50.140.13.48",NA,"347","1","2014-04-11 11:47:45","R_06ewHOlo4CyXnhP",NA,NA,NA,NA,NA,"1","2","30","1","1","2","2","1",NA,NA,"1","Gladys",NA,"your mother","Gladys",1,1,2,3,1.06666666666667,0.933333333333333,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1000,8,8,8,8,8,8,8,8,8,8,8,6,3,0,0,0,0,0
"2014-03-31 14:03:20","2014-03-31 14:07:20","0","206.53.78.26",NA,"240","1","2014-03-31 14:07:20","R_06QWRrzfBfPgGkB",NA,NA,NA,NA,NA,"1","1","7","1","2","1","1","2","1","1",NA,"Conrad",NA,"your closest friend","Conrad",1,1,5,5,0.666666666666667,0.666666666666667,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,100,7,4,8,8,7,8,8,5,5,7,8,7,2,0,0,0,0,0
"2014-03-31 13:29:28","2014-03-31 13:32:41","0","174.60.44.194",NA,"193","1","2014-03-31 13:32:41","R_06SpqZEzqMnObd3",NA,NA,NA,NA,NA,"1","2","37","1","1","1","1","1","1","1","1","Paul",NA,"your romantic partner","Paul",1,1,3,2,0.933333333333333,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,6,3,3,0,0,0,0,0,0
"2014-04-03 16:29:54","2014-04-03 16:34:07","0","108.204.21.190",NA,"253","1","2014-04-03 16:34:07","R_06tlRgqA8UdnDTL",NA,NA,NA,NA,NA,"1","2","19","1","1","1","1","1","1","1","1","Adam",NA,"your romantic partner","Adam",1,1,2,2,1.06666666666667,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1000,8,8,3,3,8,8,3,8,8,8,3,3,3,0,0,0,0,0
"2014-03-31 13:01:02","2014-03-31 13:04:04","0","174.23.199.84",NA,"182","1","2014-03-31 13:04:04","R_06yel8hSCkOsPWt",NA,NA,NA,NA,NA,"1","2","24","1","1","1","1","1","1","1","1","NaDene",NA,"your mother","NaDene",1,1,2,2,1.06666666666667,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,7,7,6,7,7,7,7,6,6,7,5,4,1,0,0,0,0,0
"2014-04-11 10:29:07","2014-04-11 10:34:24","0","77.234.42.150",NA,"317","1","2014-04-11 10:34:24","R_07BXx7nxoJVZIoJ",NA,NA,NA,NA,NA,"1","2","18","2","2","1","1","2","1","1",NA,"LT","2","your oldest living sibling","LT",1,1,4,8,0.8,0.266666666666667,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1000,8,8,3,4,8,8,4,8,8,5,4,6,3,0,0,0,0,0
"2014-03-31 19:45:29","2014-03-31 22:10:11","0","24.115.132.169",NA,"8682","0","2014-04-07 22:10:22","R_07Dg5jQPjQaU9XD",NA,NA,NA,NA,NA,"1","2","5","1","1","1","1","1","1","1","1","Raquel",NA,"an acquaintance","Raquel",1,1,10,8,0.0333333333333333,0.266666666666667,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1000,7,5,7,8,8,8,8,4,4,8,8,7,3,0,0,0,0,0
"2014-03-31 19:02:52","2014-03-31 19:07:09","0","24.158.151.20",NA,"257","1","2014-03-31 19:07:09","R_07fRNYvsxIEWarj",NA,NA,NA,NA,NA,"1","2","5","1","1","2","1","1",NA,"1","1","Nic",NA,"your romantic partner","Nic",1,1,2,3,1.06666666666667,0.933333333333333,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,8,8,3,6,8,8,5,8,8,7,5,3,1,0,0,0,0,0
"2014-04-02 16:13:51","2014-04-02 16:21:41","0","68.98.246.239",NA,"470","1","2014-04-02 16:21:41","R_07HF1VyG1H4wI5L",NA,NA,NA,NA,NA,"1","1","39","2","1","1","1","1","1","1","2","autumn",NA,"your romantic partner","autumn",0,1,1,5,1.13333333333333,0.666666666666667,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.01,6,8,3,3,4,7,4,7,4,6,3,3,-2,0,0,0,0,0
"2014-04-01 15:45:08","2014-04-01 15:49:30","0","76.124.50.237",NA,"262","0","2014-04-08 15:49:47","R_07KpByQZtutw05L",NA,NA,NA,NA,NA,"1","2","10","1","1","1","1","1","2","1","1",NA,NA,"a stranger","a stranger",1,1,6,9,0.533333333333333,0.133333333333333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0.01,6,6,3,3,5,5,4,5,5,6,4,4,-2,0,0,0,0,0
"2014-04-03 14:24:03","2014-04-03 16:09:06","0","76.97.76.197",NA,"6303","1","2014-04-03 16:09:07","R_07VQgCuO1ZIgPTT",NA,NA,NA,NA,NA,"1","1","17","1","1","1","1","2","1","1",NA,"Megan",NA,"your first cousin",NA,1,1,4,2,0.8,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1000,8,7,3,6,8,7,4,8,7,7,7,4,3,0,0,0,0,0
"2014-04-01 10:42:25","2014-04-01 10:45:08","0","108.84.109.95",NA,"163","1","2014-04-01 10:45:08","R_07yp2uzqklPiRql",NA,NA,NA,NA,NA,"1","1","19","1","1","1","1","1","1","1","2","Chandra",NA,"your romantic partner","Chandra",1,1,2,3,1.06666666666667,0.933333333333333,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,100,7,7,5,7,8,8,5,7,7,7,5,6,2,0,0,0,0,0
"2014-03-31 13:34:23","2014-03-31 13:39:17","0","76.78.226.55",NA,"294","1","2014-03-31 13:39:17","R_080qvcczZ8Euajz",NA,NA,NA,NA,NA,"1","2","7","1","1","1","1","2","1","1",NA,"Harman",NA,"your closest friend","Harman",1,0,1,1,1.13333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7,8,7,7,6,8,6,7,8,7,8,3,0,0,0,0,0,0
"2014-03-31 13:53:44","2014-03-31 13:58:17","0","98.247.228.41",NA,"273","1","2014-03-31 13:58:17","R_0885QmNPIGuNVrL",NA,NA,NA,NA,NA,"1","2","32","1","1","1","1","2","1","1",NA,"Steve",NA,"your father","Steve",1,0,3,1,0.933333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,100,7,7,6,6,7,7,5,7,8,7,5,7,2,0,0,0,0,0
"2014-04-01 16:53:27","2014-04-01 16:56:27","0","152.15.112.8",NA,"180","1","2014-04-01 16:56:27","R_08KbepHowETVi17",NA,NA,NA,NA,NA,"1","1","2","1","1","1","1","1","1","1","2","Jessica",NA,"your romantic partner","Jessica",1,1,2,4,1.06666666666667,0.8,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,7,6,3,5,8,7,4,6,6,6,6,6,1,0,0,0,0,0
