StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,con,sex,age,moliv,faliv,sib,cuz,roma,sibliv,cuzliv,orient,init,sibgen,WTRso_1,WTRso_2,WTRso_3,WTRso_4,WTRso_5,WTRso_6,WTRso_7,WTRso_8,WTRso_9,WTRso_10,WTRos_1,WTRos_2,WTRos_3,WTRos_4,WTRos_5,WTRos_6,WTRos_7,WTRos_8,WTRos_9,WTRos_10,M0_1,M0_2,M0_3,M0_4,M0_5,M0_6,M0_7,M0_8,M0_9,M0_10,M0_11,M0_12,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q57_7,Q57_8,Q57_9,Q57_10,Q57_11,Q57_12,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q58_6,Q58_7,Q58_8,Q58_9,Q58_10,Q58_11,Q58_12,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q59_6,Q59_7,Q59_8,Q59_9,Q59_10,Q59_11,Q59_12,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q60_7,Q60_8,Q60_9,Q60_10,Q60_11,Q60_12,cond,init
2014-03-31 13:27:17,2014-03-31 13:29:46,0,24.170.255.115,,149,1,2014-03-31 13:29:46,R_bxVWEPtYajeAw7z,,,,,,1,2,21,1,1,2,1,2,,1,,jane,,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,6,6,6,4,4,5,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,your mother,jane
2014-03-31 13:27:58,2014-03-31 13:29:52,0,68.48.231.247,,114,1,2014-03-31 13:29:52,R_7TGTywIPHKtjf13,,,,,,1,1,6,1,1,1,1,2,1,1,,Drew,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,5,6,6,5,5,6,5,4,5,,,,,,,,,,,,,your oldest living sibling,Drew
2014-03-31 13:26:59,2014-03-31 13:30:00,0,68.99.89.168,,181,1,2014-03-31 13:30:00,R_ebWv22giN5xbb2R,,,,,,1,2,9,2,1,1,1,1,1,1,1,Dustin,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,3,3,1,1,3,3,1,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Dustin
2014-03-31 13:27:41,2014-03-31 13:30:27,0,76.95.195.78,,166,1,2014-03-31 13:30:27,R_aYlZcB1BxL3ZjUN,,,,,,1,1,24,1,1,1,1,1,1,1,2,Victoria,,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,6,6,6,6,6,6,6,6,4,an acquaintance,Victoria
2014-03-31 13:27:22,2014-03-31 13:30:33,0,15.203.233.78,,191,1,2014-03-31 13:30:33,R_cYmYirA8ne6qxxz,,,,,,1,1,26,1,1,1,1,1,1,1,2,Misty,,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,5,6,6,4,6,6,6,4,4,your first cousin,
2014-03-31 13:26:28,2014-03-31 13:30:39,0,108.90.120.103,,251,1,2014-03-31 13:30:40,R_3rUQ6umGr5KGwND,,,,,,1,1,6,1,1,1,1,2,1,1,,Matt,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,4,1,1,2,2,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your father,Matt
2014-03-31 13:28:45,2014-03-31 13:30:50,0,70.118.22.159,,125,1,2014-03-31 13:30:50,R_0MxSlWZl2EqeafX,,,,,,1,2,16,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,3,6,6,2,6,6,3,2,2,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 13:28:59,2014-03-31 13:30:53,0,76.20.94.18,,114,1,2014-03-31 13:30:53,R_6fzaVAz4SHxhhpX,,,,,,1,1,15,1,1,1,1,1,1,1,2,michael,,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,3,5,5,5,5,5,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,your father,michael
2014-03-31 13:28:22,2014-03-31 13:31:23,0,68.200.94.207,,181,1,2014-03-31 13:31:23,R_3XmwFTyv0cnTpxr,,,,,,1,1,33,2,1,1,1,2,1,1,,Steve,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,5,5,2,4,6,6,4,4,5,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your father,Steve
2014-03-31 13:28:47,2014-03-31 13:32:07,0,70.189.156.137,,200,1,2014-03-31 13:32:07,R_0GSYxPoh05LRuvj,,,,,,1,1,36,1,1,1,1,1,1,1,2,leah,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,leah
2014-03-31 13:29:28,2014-03-31 13:32:41,0,174.60.44.194,,193,1,2014-03-31 13:32:41,R_06SpqZEzqMnObd3,,,,,,1,2,37,1,1,1,1,1,1,1,1,Paul,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Paul
2014-03-31 13:28:37,2014-03-31 13:32:50,0,76.119.247.191,,253,1,2014-03-31 13:32:50,R_0NhwVUv5tBHGGW1,,,,,,1,2,35,2,2,1,1,1,1,1,2,Cory,,1,2,1,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,2,5,5,2,5,5,5,2,3,,,,,,,,,,,,,your first cousin,
2014-03-31 13:30:27,2014-03-31 13:32:54,0,99.120.72.206,,147,1,2014-03-31 13:32:54,R_4VDHURJhWxv9UjP,,,,,,1,2,16,1,1,1,1,1,1,1,1,laura,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,2,3,1,1,3,2,1,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,laura
2014-03-31 13:30:42,2014-03-31 13:33:06,0,66.90.186.159,,144,1,2014-03-31 13:33:06,R_e2nDzR8rXmSyTzf,,,,,,1,2,8,1,1,2,1,1,,1,1,Kate,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,4,6,5,3,5,6,4,2,4,,,,,,,,,,,,,your mother,Kate
2014-03-31 13:30:19,2014-03-31 13:33:15,0,216.230.110.66,,176,1,2014-03-31 13:33:15,R_eldoTGosozljAlT,,,,,,1,2,22,1,1,2,1,1,,1,1,Nola,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,4,5,6,4,5,5,5,4,4,your first cousin,
2014-03-31 13:29:48,2014-03-31 13:33:22,0,64.92.182.31,,214,1,2014-03-31 13:33:22,R_5o1qtvl7SQk7SfP,,,,,,1,1,21,1,1,1,1,1,1,1,2,Mark,,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,6,3,4,5,5,5,5,4,5,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Mark
2014-03-31 13:28:56,2014-03-31 13:33:23,0,186.120.227.72,,267,1,2014-03-31 13:33:23,R_bvY9bE0ngaVdYAB,,,,,,1,2,8,1,1,1,1,1,1,1,1,ed,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,1,2,5,6,1,5,6,3,2,1,your romantic partner,ed
2014-03-31 13:30:24,2014-03-31 13:33:38,0,198.21.241.64,,194,1,2014-03-31 13:33:38,R_3dxM6n3PvxZi2Al,,,,,,1,1,3,1,1,1,1,1,1,1,2,James,,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,1,6,6,2,5,5,2,2,1,your father,James
2014-03-31 13:29:47,2014-03-31 13:33:41,0,75.67.51.227,,234,1,2014-03-31 13:33:42,R_6mpItMM73vOdKTj,,,,,,1,2,16,1,1,1,1,1,1,1,1,steph,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,2,1,1,3,3,1,2,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,steph
2014-03-31 13:14:42,2014-03-31 13:33:57,0,166.137.219.109,,1155,1,2014-03-31 13:33:57,R_51600J72Wrbn3p3,,,,,,1,1,13,1,1,1,1,1,1,1,2,Jose,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,4,4,6,5,5,6,5,3,5,3,an acquaintance,Jose
2014-03-31 13:30:50,2014-03-31 13:34:09,0,69.207.134.24,,199,1,2014-03-31 13:34:09,R_a3lAaVxVBEhJ8Ut,,,,,,1,1,21,1,1,1,1,1,1,1,2,tom,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,5,4,2,5,5,5,5,4,4,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,tom
2014-03-31 13:29:55,2014-03-31 13:34:09,0,74.242.204.186,,254,1,2014-03-31 13:34:09,R_54uAIN3UDYvQ1zD,,,,,,1,2,21,1,1,1,1,1,1,1,1,"Elaine ",2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,5,5,1,1,3,5,1,5,6,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,"Elaine "
2014-03-31 13:32:20,2014-03-31 13:34:28,0,96.11.7.42,,128,1,2014-03-31 13:34:29,R_a5fNhTxBcrOfroN,,,,,,1,2,6,1,1,1,1,1,1,1,1,,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,4,6,6,4,6,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 13:31:53,2014-03-31 13:34:35,0,66.57.242.48,,162,1,2014-03-31 13:34:36,R_88QlkqBU6JatDoN,,,,,,1,2,7,1,2,1,1,2,1,1,,AD,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,AD
2014-03-31 13:31:16,2014-03-31 13:34:44,0,50.56.100.83,,208,1,2014-03-31 13:34:44,R_0JJT7bnexy4So17,,,,,,1,1,9,1,1,1,1,1,1,1,2,Linda,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,4,6,1,1,5,6,1,5,6,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Linda
2014-03-31 13:28:36,2014-03-31 13:34:53,0,98.210.196.98,,377,1,2014-03-31 13:34:53,R_2lU6lUWGyKIJ7VP,,,,,,1,2,8,1,1,1,1,2,1,1,,Johnson,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your father,Johnson
2014-03-31 13:32:40,2014-03-31 13:34:56,0,98.145.25.239,,136,1,2014-03-31 13:34:56,R_9uxLzW2heMTRMb3,,,,,,1,1,7,1,1,2,1,2,,1,,Stan,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,,,,,,,,,,,,,3,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your father,Stan
2014-03-31 13:30:18,2014-03-31 13:35:30,0,68.99.23.196,,312,1,2014-03-31 13:35:30,R_1FIP3Ra9DnQS30V,,,,,,1,2,31,2,3,2,1,1,,1,1,,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,3,5,6,6,4,5,5,5,3,4,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 13:33:29,2014-03-31 13:35:50,0,72.174.216.47,,141,1,2014-03-31 13:35:50,R_2nq319Leof6vc21,,,,,,1,1,17,1,2,1,1,1,1,1,2,Lynn,,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,2,6,6,3,5,5,3,3,1,your mother,Lynn
2014-03-31 13:32:47,2014-03-31 13:35:53,0,75.111.248.177,,186,1,2014-03-31 13:35:54,R_efZNE6WKLtkYCFL,,,,,,1,1,7,1,1,1,1,2,1,1,,Ron,,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,4,4,4,3,4,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Ron
2014-03-31 13:32:09,2014-03-31 13:36:00,0,50.186.5.195,,231,1,2014-03-31 13:36:00,R_exGNeTshknPMY3X,,,,,,1,1,13,1,1,1,1,2,1,1,,Susan,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,5,3,3,4,3,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Susan
2014-03-31 13:33:25,2014-03-31 13:36:20,0,173.224.23.224,,175,1,2014-03-31 13:36:20,R_enUBCzYavss1doV,,,,,,1,1,7,1,3,1,1,2,1,1,,loretta,,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,6,6,3,3,6,2,3,4,4,6,,,,,,,,,,,,,your mother,loretta
2014-03-31 13:34:23,2014-03-31 13:36:32,0,24.250.55.184,,129,1,2014-03-31 13:36:32,R_b2fl6RYXqcW7SqF,,,,,,1,2,12,1,1,1,1,2,1,1,,Josh,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,5,5,3,4,5,5,5,5,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Josh
2014-03-31 13:27:17,2014-03-31 13:36:37,0,24.139.215.143,,560,1,2014-03-31 13:36:37,R_6o5nCX7czeGYfdj,,,,,,1,2,32,1,2,1,1,1,1,1,1,Joe,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,4,5,6,1,5,5,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Joe
2014-03-31 13:34:18,2014-03-31 13:36:52,0,96.245.48.123,,154,1,2014-03-31 13:36:52,R_bdXyP1SlUOAIQOF,,,,,,1,1,17,1,1,1,1,2,1,1,,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 13:33:06,2014-03-31 13:37:03,0,108.228.215.45,,237,1,2014-03-31 13:37:03,R_55AhhmhA9zRQwh7,,,,,,1,1,26,1,1,1,1,1,1,1,2,Angela,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,your romantic partner,Angela
2014-03-31 13:34:34,2014-03-31 13:37:10,0,168.103.170.198,,156,1,2014-03-31 13:37:10,R_eb7h55r4bOfF7wN,,,,,,1,2,9,1,1,1,1,1,1,1,1,Sarah,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,6,2,2,6,2,2,6,6,3,an acquaintance,Sarah
2014-03-31 13:34:36,2014-03-31 13:37:30,0,108.236.73.73,,174,1,2014-03-31 13:37:31,R_cwP4ZpJBWNIma0t,,,,,,1,1,11,1,1,1,1,1,1,1,2,,,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,3,4,4,2,4,4,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 13:34:03,2014-03-31 13:37:35,0,172.250.134.141,,212,1,2014-03-31 13:37:35,R_9RFW7EvdZBMDLvf,,,,,,1,2,34,1,1,1,1,2,1,1,,Joanna,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,3,4,1,3,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-03-31 13:36:17,2014-03-31 13:38:08,0,68.181.254.13,,111,1,2014-03-31 13:38:08,R_bxByxETU45NaNud,,,,,,1,1,14,1,1,2,2,1,,,2,John,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,John
2014-03-31 13:31:53,2014-03-31 13:38:11,0,50.198.46.138,,378,1,2014-03-31 13:38:11,R_3z4SW1fRobsNs1L,,,,,,1,2,10,1,1,1,1,1,1,1,1,Joe,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,5,4,4,5,5,5,5,1,5,,,,,,,,,,,,,your father,Joe
2014-03-31 13:33:26,2014-03-31 13:38:15,0,181.29.17.241,,289,1,2014-03-31 13:38:15,R_bfKS7SqAz3fbdFr,,,,,,1,1,24,1,1,1,1,1,1,1,2,Andrea,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,2,2,2,3,2,2,1,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Andrea
2014-03-31 13:35:26,2014-03-31 13:38:38,0,12.204.91.2,,192,1,2014-03-31 13:38:38,R_bJTXkycwxdCgoXb,,,,,,1,2,10,1,1,1,1,1,1,1,1,Melanie,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,3,6,6,2,5,5,4,2,2,,,,,,,,,,,,,your closest friend,Melanie
2014-03-31 13:35:38,2014-03-31 13:38:46,0,96.255.47.183,,188,1,2014-03-31 13:38:46,R_aeHmmHTh48qEfBz,,,,,,1,1,7,1,1,1,1,1,1,1,1,Jim,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,5,5,5,6,5,3,your father,Jim
2014-03-31 13:35:08,2014-03-31 13:39:06,0,71.169.120.91,,238,1,2014-03-31 13:39:06,R_ePqTsRHuBo6LmQt,,,,,,1,1,34,2,2,1,1,1,1,1,2,Mark,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,3,2,3,3,2,3,2,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Mark
2014-03-31 13:29:39,2014-03-31 13:39:07,0,50.199.50.225,,568,1,2014-03-31 13:39:07,R_6nyQ6fKsBk5m5UN,,,,,,1,1,13,1,1,2,1,1,,1,2,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,5,2,2,2,3,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 13:36:49,2014-03-31 13:39:17,0,157.182.59.36,,148,1,2014-03-31 13:39:17,R_doLzzeLZhSj1SWF,,,,,,1,1,19,1,1,1,1,1,1,1,2,Ariel,,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-03-31 13:34:23,2014-03-31 13:39:17,0,76.78.226.55,,294,1,2014-03-31 13:39:17,R_080qvcczZ8Euajz,,,,,,1,2,7,1,1,1,1,2,1,1,,Harman,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,5,6,5,5,4,6,4,5,6,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Harman
2014-03-31 13:37:08,2014-03-31 13:39:23,0,76.100.29.91,,135,1,2014-03-31 13:39:23,R_ePx5nFApOY5F7Dv,,,,,,1,2,13,1,1,1,1,1,1,1,1,Rob,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,2,4,4,2,3,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Rob
2014-03-31 13:35:53,2014-03-31 13:39:33,0,184.166.11.80,,220,1,2014-03-31 13:39:33,R_6JSkoGc6gLsPGhD,,,,,,1,1,7,1,1,1,2,1,1,,2,Matt,,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,6,6,6,6,4,4,6,6,5,your closest friend,Matt
2014-03-31 13:32:42,2014-03-31 13:39:36,0,71.122.187.163,,414,1,2014-03-31 13:39:36,R_77kawxP0XsgHPz7,,,,,,1,1,8,1,1,1,1,1,1,1,2,Jana,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,4,4,4,6,4,4,3,4,4,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-03-31 13:00:45,2014-03-31 13:39:41,0,65.34.254.242,,2336,1,2014-03-31 13:39:41,R_0kUgjHHksshS39r,,,,,,1,2,29,1,2,1,1,1,1,1,1,Muriel,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,1,1,3,3,1,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Muriel
2014-03-31 13:37:15,2014-03-31 13:40:37,0,98.180.30.118,,202,1,2014-03-31 13:40:37,R_ehpX3XwBv2hwBiR,,,,,,1,1,14,1,1,2,1,1,,1,2,alfred,,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,4,4,6,3,3,6,6,3,3,3,,,,,,,,,,,,,your first cousin,
2014-03-31 13:38:24,2014-03-31 13:40:45,0,76.177.204.57,,141,1,2014-03-31 13:40:45,R_0pmkIrnomhdmMNn,,,,,,1,2,11,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,4,5,2,3,5,5,1,5,5,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 13:28:03,2014-03-31 13:41:02,0,98.167.37.74,,779,1,2014-03-31 13:41:02,R_3mZtrZzfdJ5m6yx,,,,,,1,1,16,1,1,1,1,1,1,1,2,mary,,1,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,3,5,4,3,5,4,4,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,mary
2014-03-31 13:38:17,2014-03-31 13:41:18,0,65.189.251.102,,181,1,2014-03-31 13:41:18,R_0uYqFXmsE9ZDXIF,,,,,,1,2,14,1,2,1,1,1,1,1,1,Jonny,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,5,6,6,5,6,6,5,4,5,,,,,,,,,,,,,your romantic partner,Jonny
2014-03-31 13:39:16,2014-03-31 13:41:18,0,174.106.70.231,,122,1,2014-03-31 13:41:18,R_bKn3QIg94mGj0qx,,,,,,1,1,13,1,1,2,2,2,,,,PETER,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,2,4,4,3,4,4,3,3,2,your father,PETER
2014-03-31 13:39:48,2014-03-31 13:41:31,0,100.34.59.66,,103,1,2014-03-31 13:41:31,R_6svdTnguhetMo4d,,,,,,1,1,9,1,1,1,1,2,1,1,,Helen,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Helen
2014-03-31 13:31:02,2014-03-31 13:41:42,0,97.101.128.216,,640,1,2014-03-31 13:41:42,R_56HgFWMeAVtqyZ7,,,,,,1,1,31,1,1,1,1,1,1,1,2,David,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,4,6,6,4,6,6,6,1,4,,,,,,,,,,,,,your father,David
